,0,1,2,3,4,5,6,7,8,9,10,11,12,13
803,101082,0,,"Haakon, South Dakota, US",263,,2021-05-13 04:20:51,0,,10,44.29299053,-101.539099,US,South Dakota
804,101081,0,,"Gregory, South Dakota, US",580,,2021-05-13 04:20:51,0,,30,43.19419064,-99.18883902,US,South Dakota
805,101080,0,,"Grant, South Dakota, US",1051,,2021-05-13 04:20:51,0,,42,45.1723937,-96.77002276,US,South Dakota
806,101079,0,,"Faulk, South Dakota, US",371,,2021-05-13 04:20:51,0,,13,45.07082625,-99.14535601,US,South Dakota
807,101078,0,,"Fall River, South Dakota, US",596,,2021-05-13 04:20:51,0,,16,43.23929297,-103.5275691,US,South Dakota
808,101077,0,,"Edmunds, South Dakota, US",513,,2021-05-13 04:20:51,0,,14,45.41846445,-99.21545423,US,South Dakota
809,101076,0,,"Douglas, South Dakota, US",455,,2021-05-13 04:20:51,0,,9,43.38520741,-98.36978007,US,South Dakota
810,101075,0,,"Dewey, South Dakota, US",1472,,2021-05-13 04:20:51,0,,28,45.15639647,-100.8709139,US,South Dakota
811,101074,0,,"Deuel, South Dakota, US",527,,2021-05-13 04:20:51,0,,9,44.75994309,-96.66943645,US,South Dakota
812,101073,0,,"Day, South Dakota, US",708,,2021-05-13 04:20:51,0,,29,45.367281,-97.60737498,US,South Dakota
813,101072,0,,"Davison, South Dakota, US",3231,,2021-05-13 04:20:51,0,,66,43.67490933,-98.14458906,US,South Dakota
814,101071,0,,"Custer, South Dakota, US",856,,2021-05-13 04:20:51,0,,12,43.67741105,-103.4534521,US,South Dakota
815,101070,0,,"Corson, South Dakota, US",479,,2021-05-13 04:20:51,0,,12,45.70889983,-101.1970473,US,South Dakota
816,101069,0,,"Codington, South Dakota, US",4637,,2021-05-13 04:20:51,0,,81,44.97788119,-97.18827677,US,South Dakota
817,101068,0,,"Clay, South Dakota, US",1922,,2021-05-13 04:20:51,0,,15,42.91296147,-96.97656917,US,South Dakota
818,101067,0,,"Clark, South Dakota, US",461,,2021-05-13 04:20:51,0,,5,44.85834507,-97.72925109,US,South Dakota
819,101066,0,,"Charles Mix, South Dakota, US",1377,,2021-05-13 04:20:51,0,,22,43.20660134,-98.58856175,US,South Dakota
820,101065,0,,"Campbell, South Dakota, US",130,,2021-05-13 04:20:51,0,,4,45.77074915,-100.0510181,US,South Dakota
821,101064,0,,"Butte, South Dakota, US",1059,,2021-05-13 04:20:51,0,,20,44.90608745,-103.5079318,US,South Dakota
822,101063,0,,"Buffalo, South Dakota, US",426,,2021-05-13 04:20:51,0,,13,44.07657829,-99.20814467,US,South Dakota
823,101062,0,,"Brule, South Dakota, US",717,,2021-05-13 04:20:51,0,,10,43.71756379,-99.08118954,US,South Dakota
824,101061,0,,"Brown, South Dakota, US",5576,,2021-05-13 04:20:51,0,,92,45.58994323,-98.35165355,US,South Dakota
825,101060,0,,"Brookings, South Dakota, US",4207,,2021-05-13 04:20:51,0,,37,44.36974375,-96.79079945,US,South Dakota
826,101059,0,,"Bon Homme, South Dakota, US",1547,,2021-05-13 04:20:51,0,,27,42.98914167,-97.88592746,US,South Dakota
827,101058,0,,"Bennett, South Dakota, US",391,,2021-05-13 04:20:51,0,,9,43.19486375,-101.6665572,US,South Dakota
828,101057,0,,"Beadle, South Dakota, US",2955,,2021-05-13 04:20:51,0,,40,44.41464384,-98.27858469,US,South Dakota
829,101056,0,,"Aurora, South Dakota, US",474,,2021-05-13 04:20:51,0,,15,43.71757685,-98.56050467,US,South Dakota
830,101055,0,,"York, South Carolina, US",31219,,2021-05-13 04:20:51,0,,380,34.97281497,-81.18085944,US,South Carolina
831,101054,0,,"Williamsburg, South Carolina, US",4068,,2021-05-13 04:20:51,0,,99,33.62190129,-79.72767442,US,South Carolina
832,101053,0,,"Union, South Carolina, US",3140,,2021-05-13 04:20:51,0,,83,34.68835752,-81.61730349,US,South Carolina
833,101052,0,,"Unassigned, South Carolina, US",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,South Carolina
834,101051,0,,"Sumter, South Carolina, US",10438,,2021-05-13 04:20:51,0,,205,33.91826534,-80.37942316,US,South Carolina
835,101050,0,,"Spartanburg, South Carolina, US",41315,,2021-05-13 04:20:51,0,,806,34.92960077,-81.99225984,US,South Carolina
836,101049,0,,"Saluda, South Carolina, US",1807,,2021-05-13 04:20:51,0,,50,34.00795823,-81.72713237,US,South Carolina
837,101048,0,,"Richland, South Carolina, US",46603,,2021-05-13 04:20:51,0,,559,34.01791263,-80.90267209,US,South Carolina
838,101047,0,,"Pickens, South Carolina, US",18703,,2021-05-13 04:20:51,0,,297,34.88807695,-82.72791551,US,South Carolina
839,101046,0,,"Orangeburg, South Carolina, US",9747,,2021-05-13 04:20:51,0,,249,33.4391073,-80.79886287,US,South Carolina
840,101045,0,,"Oconee, South Carolina, US",9666,,2021-05-13 04:20:51,0,,133,34.75225169,-83.06742317,US,South Carolina
841,101044,0,,"Newberry, South Carolina, US",5010,,2021-05-13 04:20:51,0,,104,34.28629098,-81.59935761,US,South Carolina
842,101043,0,,"McCormick, South Carolina, US",1024,,2021-05-13 04:20:51,0,,28,33.90161443,-82.30794338,US,South Carolina
843,101042,0,,"Marlboro, South Carolina, US",3354,,2021-05-13 04:20:51,0,,54,34.59905577,-79.67561152,US,South Carolina
844,101041,0,,"Marion, South Carolina, US",3530,,2021-05-13 04:20:51,0,,107,34.07859748,-79.36400756,US,South Carolina
845,101040,0,,"Lexington, South Carolina, US",33332,,2021-05-13 04:20:51,0,,484,33.89665987,-81.27146426,US,South Carolina
846,101039,0,,"Lee, South Carolina, US",1909,,2021-05-13 04:20:51,0,,60,34.16393091,-80.25690731,US,South Carolina
847,101038,0,,"Laurens, South Carolina, US",7382,,2021-05-13 04:20:51,0,,172,34.48244419,-82.00490796,US,South Carolina
848,101037,0,,"Lancaster, South Carolina, US",10723,,2021-05-13 04:20:51,0,,168,34.68270843,-80.70513032,US,South Carolina
849,101036,0,,"Kershaw, South Carolina, US",7481,,2021-05-13 04:20:51,0,,141,34.33988254,-80.58763164,US,South Carolina
850,101035,0,,"Jasper, South Carolina, US",2347,,2021-05-13 04:20:51,0,,45,32.43171982,-81.02487495,US,South Carolina
851,101034,0,,"Horry, South Carolina, US",38937,,2021-05-13 04:20:51,0,,575,33.9212828,-78.99555293,US,South Carolina
852,101033,0,,"Hampton, South Carolina, US",1914,,2021-05-13 04:20:51,0,,51,32.77419582,-81.13845571,US,South Carolina
853,101032,0,,"Greenwood, South Carolina, US",8158,,2021-05-13 04:20:51,0,,173,34.15272415,-82.12715789,US,South Carolina
854,101031,0,,"Greenville, South Carolina, US",74376,,2021-05-13 04:20:51,0,,1004,34.89502264,-82.37295012,US,South Carolina
855,101030,0,,"Georgetown, South Carolina, US",6708,,2021-05-13 04:20:51,0,,139,33.43443342,-79.33202141,US,South Carolina
856,101029,0,,"Florence, South Carolina, US",17740,,2021-05-13 04:20:51,0,,415,34.02361754,-79.70189312,US,South Carolina
857,101028,0,,"Fairfield, South Carolina, US",2395,,2021-05-13 04:20:51,0,,81,34.39287073,-81.1195624,US,South Carolina
858,101027,0,,"Edgefield, South Carolina, US",3135,,2021-05-13 04:20:51,0,,43,33.77221995,-81.96231108,US,South Carolina
859,101026,0,,"Dorchester, South Carolina, US",17830,,2021-05-13 04:20:51,0,,217,33.0794369,-80.40502652,US,South Carolina
860,101025,0,,"Dillon, South Carolina, US",4374,,2021-05-13 04:20:51,0,,84,34.39007791,-79.37741872,US,South Carolina
861,101024,0,,"Darlington, South Carolina, US",8465,,2021-05-13 04:20:51,0,,173,34.33358335,-79.96027485,US,South Carolina
862,101023,0,,"Colleton, South Carolina, US",3619,,2021-05-13 04:20:51,0,,127,32.87582989,-80.67641292,US,South Carolina
863,101022,0,,"Clarendon, South Carolina, US",3428,,2021-05-13 04:20:51,0,,112,33.66610974,-80.21647898,US,South Carolina
864,101021,0,,"Chesterfield, South Carolina, US",4804,,2021-05-13 04:20:51,0,,104,34.64137396,-80.15640140000002,US,South Carolina
865,101020,0,,"Chester, South Carolina, US",4196,,2021-05-13 04:20:51,0,,76,34.69249168,-81.1583216,US,South Carolina
866,101019,0,,"Cherokee, South Carolina, US",6049,,2021-05-13 04:20:51,0,,154,35.05122251,-81.61828622,US,South Carolina
867,101018,0,,"Charleston, South Carolina, US",43168,,2021-05-13 04:20:51,0,,504,32.82487866,-79.96512315,US,South Carolina
868,101017,0,,"Calhoun, South Carolina, US",1319,,2021-05-13 04:20:51,0,,37,33.66926881,-80.77722168,US,South Carolina
869,101016,0,,"Berkeley, South Carolina, US",17557,,2021-05-13 04:20:51,0,,197,33.20222596,-79.94654523,US,South Carolina
870,101015,0,,"Beaufort, South Carolina, US",16799,,2021-05-13 04:20:51,0,,206,32.39226291,-80.72619758,US,South Carolina
871,101014,0,,"Barnwell, South Carolina, US",2577,,2021-05-13 04:20:51,0,,57,33.26679302,-81.43584352,US,South Carolina
872,101013,0,,"Bamberg, South Carolina, US",1571,,2021-05-13 04:20:51,0,,51,33.21927586,-81.05659969,US,South Carolina
873,101012,0,,"Anderson, South Carolina, US",22894,,2021-05-13 04:20:51,0,,519,34.51828081,-82.63959517,US,South Carolina
874,101011,0,,"Allendale, South Carolina, US",930,,2021-05-13 04:20:51,0,,15,32.98837386,-81.35321066,US,South Carolina
875,101010,0,,"Aiken, South Carolina, US",17286,,2021-05-13 04:20:51,0,,224,33.54338026,-81.63645384,US,South Carolina
876,101009,0,,"Abbeville, South Carolina, US",2574,,2021-05-13 04:20:51,0,,41,34.22333378,-82.46170658,US,South Carolina
877,101008,0,,"Washington, Rhode Island, US",9935,,2021-05-13 04:20:51,0,,168,41.45961631,-71.61435303,US,Rhode Island
878,101007,0,,"Unassigned, Rhode Island, US",12250,,2021-05-13 04:20:51,0,,13,0.0,0.0,US,Rhode Island
879,101006,0,,"Providence, Rhode Island, US",97640,,2021-05-13 04:20:51,0,,1971,41.87064746,-71.57753536,US,Rhode Island
880,101005,0,,"Newport, Rhode Island, US",6806,,2021-05-13 04:20:51,0,,41,41.5642026,-71.26569799,US,Rhode Island
881,101004,0,,"Kent, Rhode Island, US",18525,,2021-05-13 04:20:51,0,,360,41.67106337,-71.57641596,US,Rhode Island
882,101003,0,,"Bristol, Rhode Island, US",5096,,2021-05-13 04:20:51,0,,143,41.71018079,-71.28652315,US,Rhode Island
883,101002,0,,"Recovered, US",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,Recovered
884,101001,0,,"Yauco, Puerto Rico, US",807,,2021-05-13 04:20:51,0,,0,18.080374,-66.858814,US,Puerto Rico
885,101000,0,,"Yabucoa, Puerto Rico, US",1086,,2021-05-13 04:20:51,0,,0,18.070399,-65.896289,US,Puerto Rico
886,100999,0,,"Villalba, Puerto Rico, US",741,,2021-05-13 04:20:51,0,,0,18.127951,-66.473115,US,Puerto Rico
887,100998,0,,"Vieques, Puerto Rico, US",122,,2021-05-13 04:20:51,0,,0,18.123276,-65.44097099999999,US,Puerto Rico
888,100997,0,,"Vega Baja, Puerto Rico, US",2863,,2021-05-13 04:20:51,0,,0,18.428262,-66.397924,US,Puerto Rico
889,100996,0,,"Vega Alta, Puerto Rico, US",1701,,2021-05-13 04:20:51,0,,0,18.409346,-66.33725,US,Puerto Rico
890,100995,0,,"Utuado, Puerto Rico, US",869,,2021-05-13 04:20:51,0,,0,18.271214,-66.702984,US,Puerto Rico
891,100994,0,,"Unassigned, Puerto Rico, US",3954,,2021-05-13 04:20:51,0,,2412,0.0,0.0,US,Puerto Rico
892,100993,0,,"Trujillo Alto, Puerto Rico, US",2917,,2021-05-13 04:20:51,0,,0,18.336159,-65.99888399999999,US,Puerto Rico
893,100992,0,,"Toa Baja, Puerto Rico, US",3775,,2021-05-13 04:20:51,0,,0,18.431446,-66.213553,US,Puerto Rico
894,100991,0,,"Toa Alta, Puerto Rico, US",3838,,2021-05-13 04:20:51,0,,0,18.362406,-66.246616,US,Puerto Rico
895,100990,0,,"Santa Isabel, Puerto Rico, US",455,,2021-05-13 04:20:51,0,,0,17.994525,-66.388913,US,Puerto Rico
896,100989,0,,"San Sebastian, Puerto Rico, US",1276,,2021-05-13 04:20:51,0,,0,18.328646,-66.971214,US,Puerto Rico
897,100988,0,,"San Lorenzo, Puerto Rico, US",1720,,2021-05-13 04:20:51,0,,0,18.147987,-65.976392,US,Puerto Rico
898,100987,0,,"San Juan, Puerto Rico, US",17869,,2021-05-13 04:20:51,0,,0,18.386933,-66.061128,US,Puerto Rico
899,100986,0,,"San German, Puerto Rico, US",593,,2021-05-13 04:20:51,0,,0,18.111484,-67.03858100000001,US,Puerto Rico
900,100985,0,,"Salinas, Puerto Rico, US",726,,2021-05-13 04:20:51,0,,0,18.010386999999994,-66.256592,US,Puerto Rico
901,100984,0,,"Sabana Grande, Puerto Rico, US",363,,2021-05-13 04:20:51,0,,0,18.08282,-66.943758,US,Puerto Rico
902,100983,0,,"Rio Grande, Puerto Rico, US",2054,,2021-05-13 04:20:51,0,,0,18.346329,-65.813742,US,Puerto Rico
903,100982,0,,"Rincon, Puerto Rico, US",519,,2021-05-13 04:20:51,0,,0,18.335443,-67.23174,US,Puerto Rico
904,100981,0,,"Quebradillas, Puerto Rico, US",877,,2021-05-13 04:20:51,0,,0,18.439692,-66.926113,US,Puerto Rico
905,100980,0,,"Ponce, Puerto Rico, US",3251,,2021-05-13 04:20:51,0,,0,18.059498,-66.613748,US,Puerto Rico
906,100979,0,,"Penuelas, Puerto Rico, US",535,,2021-05-13 04:20:51,0,,0,18.059645,-66.721572,US,Puerto Rico
907,100978,0,,"Patillas, Puerto Rico, US",356,,2021-05-13 04:20:51,0,,0,18.03174,-66.012242,US,Puerto Rico
908,100977,0,,"Out of PR, Puerto Rico, US",271,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,Puerto Rico
909,100976,0,,"Orocovis, Puerto Rico, US",862,,2021-05-13 04:20:51,0,,0,18.215046,-66.433604,US,Puerto Rico
910,100975,0,,"Naranjito, Puerto Rico, US",1547,,2021-05-13 04:20:51,0,,0,18.288019,-66.252703,US,Puerto Rico
911,100974,0,,"Naguabo, Puerto Rico, US",1042,,2021-05-13 04:20:51,0,,0,18.230637,-65.753897,US,Puerto Rico
912,100973,0,,"Morovis, Puerto Rico, US",1411,,2021-05-13 04:20:51,0,,0,18.316963,-66.420383,US,Puerto Rico
913,100972,0,,"Moca, Puerto Rico, US",1365,,2021-05-13 04:20:51,0,,0,18.377805,-67.080952,US,Puerto Rico
914,100971,0,,"Mayaguez, Puerto Rico, US",1839,,2021-05-13 04:20:51,0,,0,18.2013,-67.1452,US,Puerto Rico
915,100970,0,,"Maunabo, Puerto Rico, US",339,,2021-05-13 04:20:51,0,,0,18.017889,-65.922235,US,Puerto Rico
916,100969,0,,"Maricao, Puerto Rico, US",100,,2021-05-13 04:20:51,0,,0,18.171795,-66.942126,US,Puerto Rico
917,100968,0,,"Manati, Puerto Rico, US",1384,,2021-05-13 04:20:51,0,,0,18.420473,-66.490461,US,Puerto Rico
918,100967,0,,"Luquillo, Puerto Rico, US",709,,2021-05-13 04:20:51,0,,0,18.342114,-65.72509699999999,US,Puerto Rico
919,100966,0,,"Loiza, Puerto Rico, US",1240,,2021-05-13 04:20:51,0,,0,18.425688,-65.89943000000001,US,Puerto Rico
920,100965,0,,"Las Piedras, Puerto Rico, US",1606,,2021-05-13 04:20:51,0,,0,18.187527,-65.86946800000001,US,Puerto Rico
921,100964,0,,"Las Marias, Puerto Rico, US",219,,2021-05-13 04:20:51,0,,0,18.23679,-66.98362,US,Puerto Rico
922,100963,0,,"Lares, Puerto Rico, US",772,,2021-05-13 04:20:51,0,,0,18.269035,-66.867236,US,Puerto Rico
923,100962,0,,"Lajas, Puerto Rico, US",413,,2021-05-13 04:20:51,0,,0,18.011661,-67.040585,US,Puerto Rico
924,100961,0,,"Juncos, Puerto Rico, US",2231,,2021-05-13 04:20:51,0,,0,18.223793,-65.909109,US,Puerto Rico
925,100960,0,,"Juana Diaz, Puerto Rico, US",1088,,2021-05-13 04:20:51,0,,0,18.050764,-66.49458100000001,US,Puerto Rico
926,100959,0,,"Jayuya, Puerto Rico, US",361,,2021-05-13 04:20:51,0,,0,18.211446,-66.58878,US,Puerto Rico
927,100958,0,,"Isabela, Puerto Rico, US",1314,,2021-05-13 04:20:51,0,,0,18.44981,-67.005093,US,Puerto Rico
928,100957,0,,"Humacao, Puerto Rico, US",2009,,2021-05-13 04:20:51,0,,0,18.145211,-65.810174,US,Puerto Rico
929,100956,0,,"Hormigueros, Puerto Rico, US",390,,2021-05-13 04:20:51,0,,0,18.134532,-67.113972,US,Puerto Rico
930,100955,0,,"Hatillo, Puerto Rico, US",1118,,2021-05-13 04:20:51,0,,0,18.410928,-66.79632600000001,US,Puerto Rico
931,100954,0,,"Gurabo, Puerto Rico, US",2115,,2021-05-13 04:20:51,0,,0,18.266461,-65.97970500000001,US,Puerto Rico
932,100953,0,,"Guaynabo, Puerto Rico, US",4180,,2021-05-13 04:20:51,0,,0,18.345114,-66.11452299999999,US,Puerto Rico
933,100952,0,,"Guayanilla, Puerto Rico, US",359,,2021-05-13 04:20:51,0,,0,18.039942,-66.79186,US,Puerto Rico
934,100951,0,,"Guayama, Puerto Rico, US",810,,2021-05-13 04:20:51,0,,0,18.007516,-66.13390799999999,US,Puerto Rico
935,100950,0,,"Guanica, Puerto Rico, US",202,,2021-05-13 04:20:51,0,,0,17.982429,-66.91964300000001,US,Puerto Rico
936,100949,0,,"Florida, Puerto Rico, US",524,,2021-05-13 04:20:51,0,,0,18.373715,-66.560488,US,Puerto Rico
937,100948,0,,"Fajardo, Puerto Rico, US",1180,,2021-05-13 04:20:51,0,,0,18.318373,-65.666866,US,Puerto Rico
938,100947,0,,"Dorado, Puerto Rico, US",1980,,2021-05-13 04:20:51,0,,0,18.436115,-66.278669,US,Puerto Rico
939,100946,0,,"Culebra, Puerto Rico, US",38,,2021-05-13 04:20:51,0,,0,18.31586,-65.28813000000001,US,Puerto Rico
940,100945,0,,"Corozal, Puerto Rico, US",1519,,2021-05-13 04:20:51,0,,0,18.304264,-66.327738,US,Puerto Rico
941,100944,0,,"Comerio, Puerto Rico, US",705,,2021-05-13 04:20:51,0,,0,18.224687,-66.221622,US,Puerto Rico
942,100943,0,,"Coamo, Puerto Rico, US",863,,2021-05-13 04:20:51,0,,0,18.097597,-66.36014,US,Puerto Rico
943,100942,0,,"Cidra, Puerto Rico, US",1268,,2021-05-13 04:20:51,0,,0,18.173559,-66.161179,US,Puerto Rico
944,100941,0,,"Ciales, Puerto Rico, US",749,,2021-05-13 04:20:51,0,,0,18.28885,-66.516475,US,Puerto Rico
945,100940,0,,"Ceiba, Puerto Rico, US",376,,2021-05-13 04:20:51,0,,0,18.251818,-65.666416,US,Puerto Rico
946,100939,0,,"Cayey, Puerto Rico, US",1245,,2021-05-13 04:20:51,0,,0,18.102851,-66.14914,US,Puerto Rico
947,100938,0,,"Catano, Puerto Rico, US",1191,,2021-05-13 04:20:51,0,,0,18.437269,-66.14330600000001,US,Puerto Rico
948,100937,0,,"Carolina, Puerto Rico, US",8440,,2021-05-13 04:20:51,0,,0,18.374986,-65.95683100000001,US,Puerto Rico
949,100936,0,,"Canovanas, Puerto Rico, US",1889,,2021-05-13 04:20:51,0,,0,18.328802,-65.887612,US,Puerto Rico
950,100935,0,,"Camuy, Puerto Rico, US",1175,,2021-05-13 04:20:51,0,,0,18.418578,-66.860206,US,Puerto Rico
951,100934,0,,"Caguas, Puerto Rico, US",6142,,2021-05-13 04:20:51,0,,0,18.211615,-66.050779,US,Puerto Rico
952,100933,0,,"Cabo Rojo, Puerto Rico, US",890,,2021-05-13 04:20:51,0,,0,18.040993,-67.154391,US,Puerto Rico
953,100932,0,,"Bayamon, Puerto Rico, US",10143,,2021-05-13 04:20:51,0,,0,18.34946,-66.168435,US,Puerto Rico
954,100931,0,,"Barranquitas, Puerto Rico, US",1201,,2021-05-13 04:20:51,0,,0,18.201592,-66.30963,US,Puerto Rico
955,100930,0,,"Barceloneta, Puerto Rico, US",751,,2021-05-13 04:20:51,0,,0,18.445533,-66.56053100000001,US,Puerto Rico
956,100929,0,,"Arroyo, Puerto Rico, US",289,,2021-05-13 04:20:51,0,,0,17.998457000000005,-66.056546,US,Puerto Rico
957,100928,0,,"Arecibo, Puerto Rico, US",2917,,2021-05-13 04:20:51,0,,0,18.406631,-66.675077,US,Puerto Rico
958,100927,0,,"Anasco, Puerto Rico, US",778,,2021-05-13 04:20:51,0,,0,18.287985,-67.120611,US,Puerto Rico
959,100926,0,,"Aibonito, Puerto Rico, US",653,,2021-05-13 04:20:51,0,,0,18.131361,-66.264131,US,Puerto Rico
960,100925,0,,"Aguas Buenas, Puerto Rico, US",1173,,2021-05-13 04:20:51,0,,0,18.251619,-66.126806,US,Puerto Rico
961,100924,0,,"Aguadilla, Puerto Rico, US",1471,,2021-05-13 04:20:51,0,,0,18.459681,-67.12081500000001,US,Puerto Rico
962,100923,0,,"Aguada, Puerto Rico, US",1294,,2021-05-13 04:20:51,0,,0,18.360255,-67.17513100000001,US,Puerto Rico
963,100922,0,,"Adjuntas, Puerto Rico, US",464,,2021-05-13 04:20:51,0,,0,18.180117000000006,-66.754367,US,Puerto Rico
964,100921,0,,"York, Pennsylvania, US",45339,,2021-05-13 04:20:51,0,,796,39.9210089,-76.73040131,US,Pennsylvania
965,100920,0,,"Wyoming, Pennsylvania, US",1882,,2021-05-13 04:20:51,0,,48,41.51955538,-76.01074915,US,Pennsylvania
966,100919,0,,"Westmoreland, Pennsylvania, US",33471,,2021-05-13 04:20:51,0,,750,40.31377979999999,-79.46615476,US,Pennsylvania
967,100918,0,,"Wayne, Pennsylvania, US",3996,,2021-05-13 04:20:51,0,,80,41.64938475,-75.29956506,US,Pennsylvania
968,100917,0,,"Washington, Pennsylvania, US",17358,,2021-05-13 04:20:51,0,,295,40.19208869,-80.24582867,US,Pennsylvania
969,100916,0,,"Warren, Pennsylvania, US",2578,,2021-05-13 04:20:51,0,,102,41.81304978,-79.26969577,US,Pennsylvania
970,100915,0,,"Venango, Pennsylvania, US",3891,,2021-05-13 04:20:51,0,,93,41.40323442,-79.75845449,US,Pennsylvania
971,100914,0,,"Union, Pennsylvania, US",6034,,2021-05-13 04:20:51,0,,86,40.96188846,-77.05996014,US,Pennsylvania
972,100913,0,,"Unassigned, Pennsylvania, US",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,Pennsylvania
973,100912,0,,"Tioga, Pennsylvania, US",2943,,2021-05-13 04:20:51,0,,106,41.77255149,-77.25433032,US,Pennsylvania
974,100911,0,,"Susquehanna, Pennsylvania, US",2551,,2021-05-13 04:20:51,0,,61,41.82147784,-75.80071959,US,Pennsylvania
975,100910,0,,"Sullivan, Pennsylvania, US",425,,2021-05-13 04:20:51,0,,20,41.44634738,-76.51246591,US,Pennsylvania
976,100909,0,,"Somerset, Pennsylvania, US",7761,,2021-05-13 04:20:51,0,,207,39.97172723,-79.02699593,US,Pennsylvania
977,100908,0,,"Snyder, Pennsylvania, US",3603,,2021-05-13 04:20:51,0,,84,40.77129231,-77.06840691,US,Pennsylvania
978,100907,0,,"Schuylkill, Pennsylvania, US",14453,,2021-05-13 04:20:51,0,,398,40.70497338,-76.2150785,US,Pennsylvania
979,100906,0,,"Potter, Pennsylvania, US",1122,,2021-05-13 04:20:51,0,,23,41.74471626,-77.89559864,US,Pennsylvania
980,100905,0,,"Pike, Pennsylvania, US",3880,,2021-05-13 04:20:51,0,,54,41.33155042,-75.03208106,US,Pennsylvania
981,100904,0,,"Philadelphia, Pennsylvania, US",149953,,2021-05-13 04:20:51,0,,3529,40.00338507,-75.1379271,US,Pennsylvania
982,100903,0,,"Perry, Pennsylvania, US",3742,,2021-05-13 04:20:51,0,,100,40.40206612,-77.26297447,US,Pennsylvania
983,100902,0,,"Northumberland, Pennsylvania, US",9418,,2021-05-13 04:20:51,0,,348,40.84785433,-76.70798222,US,Pennsylvania
984,100901,0,,"Northampton, Pennsylvania, US",35172,,2021-05-13 04:20:51,0,,703,40.75182733,-75.30471829,US,Pennsylvania
985,100900,0,,"Montour, Pennsylvania, US",1983,,2021-05-13 04:20:51,0,,63,41.03023987,-76.66345939,US,Pennsylvania
986,100899,0,,"Montgomery, Pennsylvania, US",69198,,2021-05-13 04:20:51,0,,1687,40.21053671,-75.36652296,US,Pennsylvania
987,100898,0,,"Monroe, Pennsylvania, US",14399,,2021-05-13 04:20:51,0,,307,41.05934058,-75.34031025,US,Pennsylvania
988,100897,0,,"Mifflin, Pennsylvania, US",5293,,2021-05-13 04:20:51,0,,178,40.61116939,-77.61070738,US,Pennsylvania
989,100896,0,,"Mercer, Pennsylvania, US",9360,,2021-05-13 04:20:51,0,,255,41.30248872,-80.25816981,US,Pennsylvania
990,100895,0,,"McKean, Pennsylvania, US",3651,,2021-05-13 04:20:51,0,,69,41.80938602,-78.56478358,US,Pennsylvania
991,100894,0,,"Lycoming, Pennsylvania, US",11612,,2021-05-13 04:20:51,0,,278,41.34310539,-77.06629984,US,Pennsylvania
992,100893,0,,"Luzerne, Pennsylvania, US",31132,,2021-05-13 04:20:51,0,,801,41.17823008,-75.98447579,US,Pennsylvania
993,100892,0,,"Lehigh, Pennsylvania, US",38955,,2021-05-13 04:20:51,0,,846,40.6154815,-75.59435245,US,Pennsylvania
994,100891,0,,"Lebanon, Pennsylvania, US",15802,,2021-05-13 04:20:51,0,,284,40.36680311,-76.45651841,US,Pennsylvania
995,100890,0,,"Lawrence, Pennsylvania, US",7403,,2021-05-13 04:20:51,0,,207,40.99206278,-80.33393706,US,Pennsylvania
996,100889,0,,"Lancaster, Pennsylvania, US",54308,,2021-05-13 04:20:51,0,,1128,40.03904563,-76.24770128,US,Pennsylvania
997,100888,0,,"Lackawanna, Pennsylvania, US",18111,,2021-05-13 04:20:51,0,,465,41.43564672,-75.60379201,US,Pennsylvania
998,100887,0,,"Juniata, Pennsylvania, US",2091,,2021-05-13 04:20:51,0,,85,40.53358749,-77.39975129999998,US,Pennsylvania
999,100886,0,,"Jefferson, Pennsylvania, US",3262,,2021-05-13 04:20:51,0,,97,41.12913106,-78.9986361,US,Pennsylvania
1000,100885,0,,"Indiana, Pennsylvania, US",6151,,2021-05-13 04:20:51,0,,173,40.65241041,-79.08963285,US,Pennsylvania
1001,100884,0,,"Huntingdon, Pennsylvania, US",5024,,2021-05-13 04:20:51,0,,129,40.42162652,-77.97673273,US,Pennsylvania
1002,100883,0,,"Greene, Pennsylvania, US",3198,,2021-05-13 04:20:51,0,,39,39.85746531,-80.22357106,US,Pennsylvania
1003,100882,0,,"Fulton, Pennsylvania, US",1316,,2021-05-13 04:20:51,0,,15,39.92913544,-78.11163677,US,Pennsylvania
1004,100881,0,,"Franklin, Pennsylvania, US",14996,,2021-05-13 04:20:51,0,,366,39.92956518,-77.72157791,US,Pennsylvania
1005,100880,0,,"Forest, Pennsylvania, US",1422,,2021-05-13 04:20:51,0,,21,41.51095103,-79.23229292,US,Pennsylvania
1006,100879,0,,"Fayette, Pennsylvania, US",12798,,2021-05-13 04:20:51,0,,311,39.92041012,-79.64291195,US,Pennsylvania
1007,100878,0,,"Erie, Pennsylvania, US",20559,,2021-05-13 04:20:51,0,,407,41.99253829,-80.03301954,US,Pennsylvania
1008,100877,0,,"Elk, Pennsylvania, US",2834,,2021-05-13 04:20:51,0,,39,41.42822061,-78.64524744,US,Pennsylvania
1009,100876,0,,"Delaware, Pennsylvania, US",51438,,2021-05-13 04:20:51,0,,1363,39.91680171,-75.40243663,US,Pennsylvania
1010,100875,0,,"Dauphin, Pennsylvania, US",25424,,2021-05-13 04:20:51,0,,545,40.41377078,-76.77993242,US,Pennsylvania
