,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,101885,610,,Zimbabwe,38466,,2021-05-13 04:20:51,36277,,1579,-19.015438,29.154857,Zimbabwe,
1,101884,378,,Zambia,92211,,2021-05-13 04:20:51,90574,,1259,-13.133897,27.849332,Zambia,
2,101883,2218,,Yemen,6498,,2021-05-13 04:20:51,3003,,1277,15.552727,48.516388,Yemen,
3,101881,987,,Vietnam,3658,,2021-05-13 04:20:51,2636,,35,14.058324,108.277199,Vietnam,
4,101882,10978,,West Bank and Gaza,303270,,2021-05-13 04:20:51,288891,,3401,31.9522,35.2332,West Bank and Gaza,
5,101879,0,,Vanuatu,4,,2021-05-13 04:20:51,3,,1,-15.3767,166.9592,Vanuatu,
6,101880,14445,,Venezuela,210948,,2021-05-13 04:20:51,194166,,2337,6.4238,-66.5897,Venezuela,
7,101878,3825,,Uzbekistan,95467,,2021-05-13 04:20:51,90976,,666,41.377491,64.585262,Uzbekistan,
8,101876,206426,,"Wales, United Kingdom",211983,,2021-05-13 04:20:51,0,,5557,52.1307,-3.7837,United Kingdom,Wales
9,101877,25928,,Uruguay,228102,,2021-05-13 04:20:51,198922,,3252,-32.5228,-55.7658,Uruguay,
10,101875,0,,"Unknown, United Kingdom",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,United Kingdom,Unknown
11,101873,220762,,"Scotland, United Kingdom",228423,,2021-05-13 04:20:51,0,,7661,56.4907,-4.2026,United Kingdom,Scotland
12,101874,22,,"Turks and Caicos Islands, United Kingdom",2404,,2021-05-13 04:20:51,2365,,17,21.694000000000006,-71.7979,United Kingdom,Turks and Caicos Islands
13,101872,0,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",4,,2021-05-13 04:20:51,4,,0,-7.9467,-14.3559,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha"
14,101870,0,,"Montserrat, United Kingdom",20,,2021-05-13 04:20:51,19,,1,16.742498,-62.187366,United Kingdom,Montserrat
15,101871,119076,,"Northern Ireland, United Kingdom",121224,,2021-05-13 04:20:51,0,,2148,54.7877,-6.4923,United Kingdom,Northern Ireland
16,101867,0,,"Falkland Islands (Malvinas), United Kingdom",63,,2021-05-13 04:20:51,63,,0,-51.7963,-59.5236,United Kingdom,Falkland Islands (Malvinas)
17,101869,9,,"Isle of Man, United Kingdom",1590,,2021-05-13 04:20:51,1552,,29,54.2361,-4.5481,United Kingdom,Isle of Man
18,101868,3,,"Gibraltar, United Kingdom",4286,,2021-05-13 04:20:51,4189,,94,36.1408,-5.3536,United Kingdom,Gibraltar
19,101866,3768071,,"England, United Kingdom",3880345,,2021-05-13 04:20:51,0,,112274,52.3555,-1.1743,United Kingdom,England
20,101864,12,,"Cayman Islands, United Kingdom",560,,2021-05-13 04:20:51,546,,2,19.3133,-81.2546,United Kingdom,Cayman Islands
21,101865,15,,"Channel Islands, United Kingdom",4057,,2021-05-13 04:20:51,3956,,86,49.3723,-2.3644,United Kingdom,Channel Islands
22,101863,25,,"British Virgin Islands, United Kingdom",219,,2021-05-13 04:20:51,193,,1,18.4207,-64.64,United Kingdom,British Virgin Islands
23,101862,242,,"Bermuda, United Kingdom",2455,,2021-05-13 04:20:51,2182,,31,32.3078,-64.7505,United Kingdom,Bermuda
24,101861,20,,"Anguilla, United Kingdom",109,,2021-05-13 04:20:51,89,,0,18.2206,-63.0686,United Kingdom,Anguilla
25,101860,18145,,United Arab Emirates,540646,,2021-05-13 04:20:51,520882,,1619,23.424076,53.847818,United Arab Emirates,
26,101858,11948,,"Zaporizhia Oblast, Ukraine",98791,,2021-05-13 04:20:51,84756,,2087,47.8388,35.1396,Ukraine,Zaporizhia Oblast
27,101859,11354,,"Zhytomyr Oblast, Ukraine",85821,,2021-05-13 04:20:51,72794,,1673,50.2547,28.6587,Ukraine,Zhytomyr Oblast
28,101857,2341,,"Zakarpattia Oblast, Ukraine",60621,,2021-05-13 04:20:51,56731,,1549,48.6208,22.2879,Ukraine,Zakarpattia Oblast
29,101856,4867,,"Volyn Oblast, Ukraine",58883,,2021-05-13 04:20:51,52967,,1049,50.7472,25.3254,Ukraine,Volyn Oblast
30,101854,5410,,"Ternopil Oblast, Ukraine",67730,,2021-05-13 04:20:51,61197,,1123,49.5535,25.5948,Ukraine,Ternopil Oblast
31,101855,12036,,"Vinnytsia Oblast, Ukraine",69029,,2021-05-13 04:20:51,55403,,1590,49.2331,28.4682,Ukraine,Vinnytsia Oblast
32,101853,4718,,"Sumy Oblast, Ukraine",74651,,2021-05-13 04:20:51,68742,,1191,50.9077,34.7981,Ukraine,Sumy Oblast
33,101851,4820,,"Rivne Oblast, Ukraine",74248,,2021-05-13 04:20:51,68328,,1100,50.6199,26.2516,Ukraine,Rivne Oblast
34,101852,394,,"Sevastopol*, Ukraine",14336,,2021-05-13 04:20:51,13290,,652,44.6054,33.522,Ukraine,Sevastopol*
35,101850,7424,,"Poltava Oblast, Ukraine",74367,,2021-05-13 04:20:51,65286,,1657,49.5883,34.5514,Ukraine,Poltava Oblast
36,101848,2619,,"Mykolaiv Oblast, Ukraine",65335,,2021-05-13 04:20:51,60998,,1718,46.975,31.9946,Ukraine,Mykolaiv Oblast
37,101849,25208,,"Odessa Oblast, Ukraine",136637,,2021-05-13 04:20:51,108714,,2715,46.4846,30.7326,Ukraine,Odessa Oblast
38,101847,15432,,"Lviv Oblast, Ukraine",132046,,2021-05-13 04:20:51,113207,,3407,49.8397,24.0297,Ukraine,Lviv Oblast
39,101846,3637,,"Luhansk Oblast, Ukraine",24783,,2021-05-13 04:20:51,20340,,806,48.574,39.3078,Ukraine,Luhansk Oblast
40,101843,65876,,"Kiev, Ukraine",199802,,2021-05-13 04:20:51,129072,,4854,50.4501,30.5234,Ukraine,Kiev
41,101844,11272,,"Kiev Oblast, Ukraine",120989,,2021-05-13 04:20:51,107186,,2531,50.053,30.7667,Ukraine,Kiev Oblast
42,101845,5409,,"Kirovohrad Oblast, Ukraine",19302,,2021-05-13 04:20:51,13171,,722,48.5079,32.2623,Ukraine,Kirovohrad Oblast
43,101842,8344,,"Khmelnytskyi Oblast, Ukraine",85691,,2021-05-13 04:20:51,75635,,1712,49.423,26.9871,Ukraine,Khmelnytskyi Oblast
44,101841,4583,,"Kherson Oblast, Ukraine",32478,,2021-05-13 04:20:51,26921,,974,46.6354,32.6169,Ukraine,Kherson Oblast
45,101839,2668,,"Ivano-Frankivsk Oblast, Ukraine",84701,,2021-05-13 04:20:51,80028,,2005,48.9226,24.7111,Ukraine,Ivano-Frankivsk Oblast
46,101840,20623,,"Kharkiv Oblast, Ukraine",141115,,2021-05-13 04:20:51,117538,,2954,49.9935,36.2304,Ukraine,Kharkiv Oblast
47,101837,17272,,"Dnipropetrovsk Oblast, Ukraine",126979,,2021-05-13 04:20:51,106079,,3628,48.4647,35.0462,Ukraine,Dnipropetrovsk Oblast
48,101838,11894,,"Donetsk Oblast, Ukraine",84459,,2021-05-13 04:20:51,70664,,1901,48.0159,37.8028,Ukraine,Donetsk Oblast
49,101836,1953,,"Crimea Republic*, Ukraine",41679,,2021-05-13 04:20:51,38457,,1269,45.2835,34.2008,Ukraine,Crimea Republic*
50,101835,8692,,"Chernivtsi Oblast, Ukraine",78042,,2021-05-13 04:20:51,67649,,1701,48.2917,25.9352,Ukraine,Chernivtsi Oblast
51,101833,11186,,"Cherkasy Oblast, Ukraine",77698,,2021-05-13 04:20:51,65389,,1123,49.4444,32.0598,Ukraine,Cherkasy Oblast
52,101832,170,,Uganda,42487,,2021-05-13 04:20:51,41971,,346,1.373333,32.290275,Uganda,
53,101834,5317,,"Chernihiv Oblast, Ukraine",54875,,2021-05-13 04:20:51,48341,,1217,51.4982,31.2893,Ukraine,Chernihiv Oblast
54,101831,0,,"Weston, Wyoming, US",651,,2021-05-13 04:20:51,0,,5,43.83961191,-104.5674881,US,Wyoming
55,101830,0,,"Washakie, Wyoming, US",914,,2021-05-13 04:20:51,0,,26,43.90451606,-107.68018700000002,US,Wyoming
56,101829,0,,"Unassigned, Wyoming, US",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,Wyoming
57,101828,0,,"Uinta, Wyoming, US",2234,,2021-05-13 04:20:51,0,,13,41.2878183,-110.54757820000002,US,Wyoming
58,101827,0,,"Teton, Wyoming, US",3760,,2021-05-13 04:20:51,0,,9,43.93522482,-110.5890801,US,Wyoming
59,101826,0,,"Sweetwater, Wyoming, US",4323,,2021-05-13 04:20:51,0,,38,41.65943896,-108.8827882,US,Wyoming
60,101824,0,,"Sheridan, Wyoming, US",3171,,2021-05-13 04:20:51,0,,31,44.79048913,-106.8862389,US,Wyoming
61,101825,0,,"Sublette, Wyoming, US",790,,2021-05-13 04:20:51,0,,7,42.76558279,-109.9130922,US,Wyoming
62,101823,0,,"Platte, Wyoming, US",628,,2021-05-13 04:20:51,0,,11,42.13299116,-104.966331,US,Wyoming
63,101821,0,,"Niobrara, Wyoming, US",161,,2021-05-13 04:20:51,0,,2,43.05607708,-104.4758896,US,Wyoming
64,101822,0,,"Park, Wyoming, US",2741,,2021-05-13 04:20:51,0,,30,44.52157546,-109.5852825,US,Wyoming
65,101820,0,,"Natrona, Wyoming, US",8003,,2021-05-13 04:20:51,0,,136,42.96180148,-106.797885,US,Wyoming
66,101817,0,,"Johnson, Wyoming, US",718,,2021-05-13 04:20:51,0,,10,44.04057166,-106.5845174,US,Wyoming
67,101819,0,,"Lincoln, Wyoming, US",1411,,2021-05-13 04:20:51,0,,12,42.26376367,-110.6563997,US,Wyoming
68,101818,0,,"Laramie, Wyoming, US",9189,,2021-05-13 04:20:51,0,,114,41.30702520000001,-104.6887497,US,Wyoming
69,101816,0,,"Hot Springs, Wyoming, US",368,,2021-05-13 04:20:51,0,,3,43.71930657,-108.4423174,US,Wyoming
70,101815,0,,"Goshen, Wyoming, US",1211,,2021-05-13 04:20:51,0,,24,42.08798185,-104.3534743,US,Wyoming
71,101814,0,,"Fremont, Wyoming, US",5184,,2021-05-13 04:20:51,0,,84,43.04183996,-108.6296893,US,Wyoming
72,101813,0,,"Crook, Wyoming, US",432,,2021-05-13 04:20:51,0,,12,44.58855102,-104.5697705,US,Wyoming
73,101812,0,,"Converse, Wyoming, US",1001,,2021-05-13 04:20:51,0,,17,42.97272268,-105.5081848,US,Wyoming
74,101811,0,,"Carbon, Wyoming, US",1590,,2021-05-13 04:20:51,0,,23,41.69357844,-106.9326084,US,Wyoming
75,101810,0,,"Campbell, Wyoming, US",4867,,2021-05-13 04:20:51,0,,60,44.24886082,-105.5474404,US,Wyoming
76,101808,0,,"Albany, Wyoming, US",4388,,2021-05-13 04:20:51,0,,12,41.65498705,-105.7235415,US,Wyoming
77,101809,0,,"Big Horn, Wyoming, US",1158,,2021-05-13 04:20:51,0,,33,44.52405055,-107.9960365,US,Wyoming
78,101807,0,,"Wood, Wisconsin, US",7567,,2021-05-13 04:20:51,0,,94,44.45537896,-90.04158336,US,Wisconsin
79,101806,0,,"Winnebago, Wisconsin, US",21252,,2021-05-13 04:20:51,0,,219,44.06886922,-88.64477096,US,Wisconsin
80,101805,0,,"Waushara, Wisconsin, US",2502,,2021-05-13 04:20:51,0,,37,44.11324419,-89.24317107,US,Wisconsin
81,101804,0,,"Waupaca, Wisconsin, US",6023,,2021-05-13 04:20:51,0,,164,44.47068056,-88.96534501,US,Wisconsin
82,101803,0,,"Waukesha, Wisconsin, US",48705,,2021-05-13 04:20:51,0,,583,43.01833055,-88.30431188,US,Wisconsin
83,101802,0,,"Washington, Wisconsin, US",16751,,2021-05-13 04:20:51,0,,168,43.36863664,-88.22974712,US,Wisconsin
84,101801,0,,"Washburn, Wisconsin, US",1558,,2021-05-13 04:20:51,0,,22,45.89838588,-91.79050449,US,Wisconsin
85,101800,0,,"Walworth, Wisconsin, US",12308,,2021-05-13 04:20:51,0,,159,42.66858202,-88.54163073,US,Wisconsin
86,101799,0,,"Vilas, Wisconsin, US",2406,,2021-05-13 04:20:51,0,,41,46.05467334,-89.51719204,US,Wisconsin
87,101797,0,,"Unassigned, Wisconsin, US",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,Wisconsin
88,101798,0,,"Vernon, Wisconsin, US",1995,,2021-05-13 04:20:51,0,,42,43.59422667,-90.8324691,US,Wisconsin
89,101796,0,,"Trempealeau, Wisconsin, US",3648,,2021-05-13 04:20:51,0,,45,44.30360275,-91.35893614,US,Wisconsin
90,101795,0,,"Taylor, Wisconsin, US",2106,,2021-05-13 04:20:51,0,,32,45.21179252,-90.5004405,US,Wisconsin
91,101794,0,,"St. Croix, Wisconsin, US",9595,,2021-05-13 04:20:51,0,,60,45.03437474,-92.45000068,US,Wisconsin
92,101792,0,,"Shawano, Wisconsin, US",5286,,2021-05-13 04:20:51,0,,83,44.78902246,-88.76443896,US,Wisconsin
93,101793,0,,"Sheboygan, Wisconsin, US",14658,,2021-05-13 04:20:51,0,,153,43.72099677,-87.94579284,US,Wisconsin
94,101791,0,,"Sawyer, Wisconsin, US",1756,,2021-05-13 04:20:51,0,,27,45.87931905,-91.14504927,US,Wisconsin
95,101789,0,,"Rusk, Wisconsin, US",1374,,2021-05-13 04:20:51,0,,18,45.47498854,-91.1333012,US,Wisconsin
96,101790,0,,"Sauk, Wisconsin, US",6107,,2021-05-13 04:20:51,0,,54,43.42574087,-89.94966132,US,Wisconsin
97,101786,0,,"Racine, Wisconsin, US",24903,,2021-05-13 04:20:51,0,,377,42.74753117,-88.05941254,US,Wisconsin
98,101787,0,,"Richland, Wisconsin, US",1377,,2021-05-13 04:20:51,0,,15,43.3762778,-90.43012729,US,Wisconsin
99,101788,0,,"Rock, Wisconsin, US",17960,,2021-05-13 04:20:51,0,,197,42.67151616,-89.07147900000002,US,Wisconsin
100,101785,0,,"Price, Wisconsin, US",1337,,2021-05-13 04:20:51,0,,7,45.68051754,-90.3609888,US,Wisconsin
101,101784,0,,"Portage, Wisconsin, US",7333,,2021-05-13 04:20:51,0,,72,44.47558711,-89.50152965,US,Wisconsin
102,101781,0,,"Pepin, Wisconsin, US",883,,2021-05-13 04:20:51,0,,7,44.58307413,-91.99949611,US,Wisconsin
103,101782,0,,"Pierce, Wisconsin, US",4945,,2021-05-13 04:20:51,0,,43,44.71850291,-92.4224416,US,Wisconsin
104,101783,0,,"Polk, Wisconsin, US",4661,,2021-05-13 04:20:51,0,,60,45.46130348,-92.44182875,US,Wisconsin
105,101779,0,,"Outagamie, Wisconsin, US",23613,,2021-05-13 04:20:51,0,,222,44.41578887,-88.46565023,US,Wisconsin
106,101780,0,,"Ozaukee, Wisconsin, US",9182,,2021-05-13 04:20:51,0,,95,43.38352225,-87.94625009,US,Wisconsin
107,101778,0,,"Oneida, Wisconsin, US",3791,,2021-05-13 04:20:51,0,,77,45.70677897,-89.51944105,US,Wisconsin
108,101777,0,,"Oconto, Wisconsin, US",5022,,2021-05-13 04:20:51,0,,64,45.02715345,-88.26807503,US,Wisconsin
109,101776,0,,"Monroe, Wisconsin, US",4650,,2021-05-13 04:20:51,0,,38,43.94641218,-90.618819,US,Wisconsin
110,101775,0,,"Milwaukee, Wisconsin, US",116083,,2021-05-13 04:20:51,0,,1356,43.00486062,-87.96733172,US,Wisconsin
111,101774,0,,"Menominee, Wisconsin, US",812,,2021-05-13 04:20:51,0,,11,45.00422544,-88.70950714,US,Wisconsin
112,101773,0,,"Marquette, Wisconsin, US",1562,,2021-05-13 04:20:51,0,,28,43.81911946,-89.40073763,US,Wisconsin
113,101772,0,,"Marinette, Wisconsin, US",4625,,2021-05-13 04:20:51,0,,70,45.38553432,-88.03324599999998,US,Wisconsin
114,101771,0,,"Marathon, Wisconsin, US",16217,,2021-05-13 04:20:51,0,,225,44.89792533,-89.75863384,US,Wisconsin
115,101770,0,,"Manitowoc, Wisconsin, US",8808,,2021-05-13 04:20:51,0,,89,44.11946801,-87.80928853,US,Wisconsin
116,101769,0,,"Lincoln, Wisconsin, US",3277,,2021-05-13 04:20:51,0,,92,45.33737523,-89.73411273,US,Wisconsin
117,101768,0,,"Langlade, Wisconsin, US",2174,,2021-05-13 04:20:51,0,,46,45.26271619,-89.07483625,US,Wisconsin
118,101767,0,,"Lafayette, Wisconsin, US",1715,,2021-05-13 04:20:51,0,,10,42.66005229,-90.1317729,US,Wisconsin
119,101766,0,,"La Crosse, Wisconsin, US",13578,,2021-05-13 04:20:51,0,,88,43.90632465,-91.11451093,US,Wisconsin
120,101765,0,,"Kewaunee, Wisconsin, US",2700,,2021-05-13 04:20:51,0,,35,44.51727459,-87.61468386,US,Wisconsin
121,101764,0,,"Kenosha, Wisconsin, US",18383,,2021-05-13 04:20:51,0,,324,42.57639354,-88.04051686,US,Wisconsin
122,101763,0,,"Juneau, Wisconsin, US",3292,,2021-05-13 04:20:51,0,,28,43.92456975,-90.11120239,US,Wisconsin
123,101762,0,,"Jefferson, Wisconsin, US",9594,,2021-05-13 04:20:51,0,,132,43.02054068,-88.77529134,US,Wisconsin
124,101761,0,,"Jackson, Wisconsin, US",2696,,2021-05-13 04:20:51,0,,28,44.31864893,-90.80566792,US,Wisconsin
125,101760,0,,"Iron, Wisconsin, US",697,,2021-05-13 04:20:51,0,,40,46.26302338,-90.24295041,US,Wisconsin
126,101759,0,,"Iowa, Wisconsin, US",2118,,2021-05-13 04:20:51,0,,11,43.00050278,-90.13469017,US,Wisconsin
127,101758,0,,"Green Lake, Wisconsin, US",2014,,2021-05-13 04:20:51,0,,22,43.80025981,-89.04679553,US,Wisconsin
128,101757,0,,"Green, Wisconsin, US",3621,,2021-05-13 04:20:51,0,,24,42.6794956,-89.60243287,US,Wisconsin
129,101756,0,,"Grant, Wisconsin, US",5690,,2021-05-13 04:20:51,0,,92,42.8671731,-90.7063218,US,Wisconsin
130,101755,0,,"Forest, Wisconsin, US",1039,,2021-05-13 04:20:51,0,,26,45.66678019,-88.77084892,US,Wisconsin
131,101754,0,,"Fond du Lac, Wisconsin, US",13658,,2021-05-13 04:20:51,0,,121,43.75354908,-88.48885325,US,Wisconsin
132,101753,0,,"Florence, Wisconsin, US",501,,2021-05-13 04:20:51,0,,12,45.84963535,-88.39804137,US,Wisconsin
133,101752,0,,"Eau Claire, Wisconsin, US",11879,,2021-05-13 04:20:51,0,,119,44.726614,-91.28609183,US,Wisconsin
134,101751,0,,"Dunn, Wisconsin, US",5064,,2021-05-13 04:20:51,0,,32,44.94562799,-91.8962481,US,Wisconsin
135,101750,0,,"Douglas, Wisconsin, US",4846,,2021-05-13 04:20:51,0,,55,46.43222285,-91.91595768,US,Wisconsin
136,101749,0,,"Door, Wisconsin, US",2826,,2021-05-13 04:20:51,0,,29,44.95856458,-87.30002707,US,Wisconsin
137,101748,0,,"Dodge, Wisconsin, US",12791,,2021-05-13 04:20:51,0,,185,43.41576662,-88.70928178,US,Wisconsin
138,101747,0,,"Dane, Wisconsin, US",46146,,2021-05-13 04:20:51,0,,329,43.06601594,-89.41733797,US,Wisconsin
139,101746,0,,"Crawford, Wisconsin, US",1782,,2021-05-13 04:20:51,0,,17,43.23870316,-90.93073686,US,Wisconsin
140,101745,0,,"Columbia, Wisconsin, US",5834,,2021-05-13 04:20:51,0,,69,43.46492199,-89.33589004,US,Wisconsin
141,101744,0,,"Clark, Wisconsin, US",3660,,2021-05-13 04:20:51,0,,63,44.73483377,-90.61207486,US,Wisconsin
142,101743,0,,"Chippewa, Wisconsin, US",7578,,2021-05-13 04:20:51,0,,96,45.06939744,-91.28068855,US,Wisconsin
143,101742,0,,"Calumet, Wisconsin, US",6467,,2021-05-13 04:20:51,0,,56,44.0816316,-88.21780273,US,Wisconsin
144,101741,0,,"Burnett, Wisconsin, US",1524,,2021-05-13 04:20:51,0,,22,45.86303537,-92.36711412,US,Wisconsin
145,101740,0,,"Buffalo, Wisconsin, US",1398,,2021-05-13 04:20:51,0,,7,44.37835084,-91.75332578,US,Wisconsin
146,101739,0,,"Brown, Wisconsin, US",35198,,2021-05-13 04:20:51,0,,289,44.4526553,-88.00411844,US,Wisconsin
147,101738,0,,"Bayfield, Wisconsin, US",1270,,2021-05-13 04:20:51,0,,19,46.52868768,-91.19716729,US,Wisconsin
148,101737,0,,"Barron, Wisconsin, US",5967,,2021-05-13 04:20:51,0,,83,45.42372701,-91.84833627,US,Wisconsin
149,101736,0,,"Ashland, Wisconsin, US",1361,,2021-05-13 04:20:51,0,,15,46.31956891,-90.67837132,US,Wisconsin
150,101735,0,,"Adams, Wisconsin, US",1938,,2021-05-13 04:20:51,0,,17,43.96974651,-89.76782777,US,Wisconsin
151,101734,0,,"Wyoming, West Virginia, US",1994,,2021-05-13 04:20:51,0,,39,37.612327,-81.54511071,US,West Virginia
152,101733,0,,"Wood, West Virginia, US",7767,,2021-05-13 04:20:51,0,,169,39.20967886,-81.5162836,US,West Virginia
153,101732,0,,"Wirt, West Virginia, US",425,,2021-05-13 04:20:51,0,,3,39.02775007,-81.37473928,US,West Virginia
154,101731,0,,"Wetzel, West Virginia, US",1339,,2021-05-13 04:20:51,0,,30,39.6065771,-80.64016540000001,US,West Virginia
155,101730,0,,"Webster, West Virginia, US",487,,2021-05-13 04:20:51,0,,7,38.49370949,-80.4202023,US,West Virginia
156,101729,0,,"Wayne, West Virginia, US",3094,,2021-05-13 04:20:51,0,,41,38.14901357,-82.42287994,US,West Virginia
157,101728,0,,"Upshur, West Virginia, US",1870,,2021-05-13 04:20:51,0,,33,38.89285061,-80.23689136,US,West Virginia
158,101727,0,,"Unassigned, West Virginia, US",0,,2021-05-13 04:20:51,0,,0,0.0,0.0,US,West Virginia
159,101726,0,,"Tyler, West Virginia, US",713,,2021-05-13 04:20:51,0,,10,39.46811972,-80.88772676,US,West Virginia
160,101725,0,,"Tucker, West Virginia, US",527,,2021-05-13 04:20:51,0,,10,39.11240885,-79.57053576,US,West Virginia
161,101724,0,,"Taylor, West Virginia, US",1228,,2021-05-13 04:20:51,0,,23,39.33602617,-80.0421439,US,West Virginia
162,101723,0,,"Summers, West Virginia, US",821,,2021-05-13 04:20:51,0,,22,37.65390597,-80.86009693,US,West Virginia
163,101722,0,,"Roane, West Virginia, US",632,,2021-05-13 04:20:51,0,,9,38.71622686,-81.35243568,US,West Virginia
164,101721,0,,"Ritchie, West Virginia, US",707,,2021-05-13 04:20:51,0,,11,39.18094587,-81.06356878,US,West Virginia
165,101720,0,,"Randolph, West Virginia, US",2601,,2021-05-13 04:20:51,0,,12,38.769899,-79.87919615,US,West Virginia
166,101719,0,,"Raleigh, West Virginia, US",6777,,2021-05-13 04:20:51,0,,86,37.76936795,-81.2456041,US,West Virginia
167,101718,0,,"Putnam, West Virginia, US",5153,,2021-05-13 04:20:51,0,,92,38.50782345,-81.9082131,US,West Virginia
168,101717,0,,"Preston, West Virginia, US",2872,,2021-05-13 04:20:51,0,,46,39.46770987,-79.66712803,US,West Virginia
169,101716,0,,"Pocahontas, West Virginia, US",663,,2021-05-13 04:20:51,0,,11,38.32758728,-80.00993811,US,West Virginia
170,101715,0,,"Pleasants, West Virginia, US",882,,2021-05-13 04:20:51,0,,11,39.37091679,-81.16771771,US,West Virginia
171,101714,0,,"Pendleton, West Virginia, US",702,,2021-05-13 04:20:51,0,,10,38.68314479,-79.35084086,US,West Virginia
172,101713,0,,"Ohio, West Virginia, US",4211,,2021-05-13 04:20:51,0,,86,40.0955451,-80.62203992,US,West Virginia
173,101712,0,,"Nicholas, West Virginia, US",1698,,2021-05-13 04:20:51,0,,19,38.29617706,-80.79759588,US,West Virginia
174,101711,0,,"Morgan, West Virginia, US",1178,,2021-05-13 04:20:51,0,,20,39.55439028,-78.26311676,US,West Virginia
175,101710,0,,"Monroe, West Virginia, US",1135,,2021-05-13 04:20:51,0,,17,37.56274716,-80.54577965,US,West Virginia
176,101709,0,,"Monongalia, West Virginia, US",9196,,2021-05-13 04:20:51,0,,86,39.63218457,-80.04766838,US,West Virginia
177,101708,0,,"Mingo, West Virginia, US",2574,,2021-05-13 04:20:51,0,,40,37.73048351,-82.13338365,US,West Virginia
178,101707,0,,"Mineral, West Virginia, US",2856,,2021-05-13 04:20:51,0,,87,39.41561583,-78.94104895,US,West Virginia
179,101706,0,,"Mercer, West Virginia, US",4831,,2021-05-13 04:20:51,0,,116,37.40481169,-81.11023142,US,West Virginia
180,101705,0,,"McDowell, West Virginia, US",1568,,2021-05-13 04:20:51,0,,23,37.38002939,-81.65083669,US,West Virginia
181,101704,0,,"Mason, West Virginia, US",2003,,2021-05-13 04:20:51,0,,36,38.77071799,-82.02524219,US,West Virginia
182,101703,0,,"Marshall, West Virginia, US",3453,,2021-05-13 04:20:51,0,,77,39.86064362,-80.66591062,US,West Virginia
183,101702,0,,"Marion, West Virginia, US",4442,,2021-05-13 04:20:51,0,,49,39.50984542,-80.24244659,US,West Virginia
184,101701,0,,"Logan, West Virginia, US",3123,,2021-05-13 04:20:51,0,,94,37.8299889,-81.93528571,US,West Virginia
185,101700,0,,"Lincoln, West Virginia, US",1472,,2021-05-13 04:20:51,0,,22,38.172154,-82.07017953,US,West Virginia
186,101699,0,,"Lewis, West Virginia, US",1195,,2021-05-13 04:20:51,0,,20,38.9947249,-80.49988181,US,West Virginia
187,101698,0,,"Kanawha, West Virginia, US",14949,,2021-05-13 04:20:51,0,,342,38.33860077,-81.52857054,US,West Virginia
188,101697,0,,"Jefferson, West Virginia, US",4608,,2021-05-13 04:20:51,0,,51,39.30776166,-77.86014147,US,West Virginia
189,101696,0,,"Jackson, West Virginia, US",2121,,2021-05-13 04:20:51,0,,61,38.84263974,-81.68148753,US,West Virginia
190,101695,0,,"Harrison, West Virginia, US",5724,,2021-05-13 04:20:51,0,,77,39.2853852,-80.37919577,US,West Virginia
191,101694,0,,"Hardy, West Virginia, US",1528,,2021-05-13 04:20:51,0,,24,39.00683177,-78.85855301,US,West Virginia
192,101693,0,,"Hancock, West Virginia, US",2804,,2021-05-13 04:20:51,0,,89,40.51943859,-80.57461608,US,West Virginia
193,101692,0,,"Hampshire, West Virginia, US",1825,,2021-05-13 04:20:51,0,,34,39.32103553,-78.60826476,US,West Virginia
194,101691,0,,"Greenbrier, West Virginia, US",2801,,2021-05-13 04:20:51,0,,61,37.9463652,-80.45335881,US,West Virginia
195,101690,0,,"Grant, West Virginia, US",1278,,2021-05-13 04:20:51,0,,27,39.10314817,-79.19440518,US,West Virginia
196,101689,0,,"Gilmer, West Virginia, US",854,,2021-05-13 04:20:51,0,,5,38.9251277,-80.85952723,US,West Virginia
197,101688,0,,"Fayette, West Virginia, US",3438,,2021-05-13 04:20:51,0,,76,38.02974928,-81.08286634,US,West Virginia
198,101687,0,,"Doddridge, West Virginia, US",597,,2021-05-13 04:20:51,0,,6,39.27057157,-80.70671527,US,West Virginia
199,101686,0,,"Clay, West Virginia, US",501,,2021-05-13 04:20:51,0,,9,38.46231092,-81.07652217,US,West Virginia
200,101685,0,,"Calhoun, West Virginia, US",338,,2021-05-13 04:20:51,0,,0,38.84315422,-81.11934872,US,West Virginia
201,101684,0,,"Cabell, West Virginia, US",8691,,2021-05-13 04:20:51,0,,171,38.42424062,-82.23855912,US,West Virginia
202,101683,0,,"Brooke, West Virginia, US",2196,,2021-05-13 04:20:51,0,,60,40.27367263,-80.57915332,US,West Virginia
203,101682,0,,"Braxton, West Virginia, US",929,,2021-05-13 04:20:51,0,,3,38.70036159,-80.72011184,US,West Virginia
204,101681,0,,"Boone, West Virginia, US",2035,,2021-05-13 04:20:51,0,,34,38.01974191,-81.69888019,US,West Virginia
205,101680,0,,"Berkeley, West Virginia, US",12375,,2021-05-13 04:20:51,0,,124,39.46704621,-78.02414609,US,West Virginia
206,101679,0,,"Barbour, West Virginia, US",1434,,2021-05-13 04:20:51,0,,27,39.1307219,-80.00350858,US,West Virginia
